BILL_ID,CUSTOMER_ID,BILL_AMOUNT,PAYMENT_AMOUNT,BILL_DATE,PAYMENT_DATE,CHANNEL,BILL_STATUS,REFUND_FLAG
BILL120724,CUST10117,111971,111971,2026-02-08 00:00:00,2026-02-13 00:00:00,Mobile,Paid,1
BILL364682,CUST10562,312612,312612,2026-01-31 00:00:00,2026-02-01 00:00:00,Web,Paid,0
BILL834209,CUST10193,319992,319992,2026-02-10 00:00:00,2026-02-10 00:00:00,Web,Paid,0
BILL957209,CUST10302,176365,176365,2026-01-31 00:00:00,2026-02-04 00:00:00,Web,Paid,0
BILL297454,CUST10475,304176,304176,2026-02-10 00:00:00,2026-02-10 00:00:00,Web,Paid,0
BILL598115,CUST10366,353826,353826,2026-02-01 00:00:00,2026-02-06 00:00:00,Mobile,Paid,0
BILL361592,CUST10127,350604,350604,2026-02-02 00:00:00,2026-02-03 00:00:00,Mobile,Paid,0
BILL674435,CUST10383,128578,8426,2026-02-02 00:00:00,2026-02-03 00:00:00,Mobile,Paid,0
BILL481786,CUST10442,190454,190454,2026-02-01 00:00:00,2026-02-01 00:00:00,Web,Paid,0
BILL712756,CUST10198,186203,186203,2026-03-05 00:00:00,2026-03-07 00:00:00,Web,Paid,0
BILL714837,CUST10410,350391,350391,2026-02-10 00:00:00,2026-02-10 00:00:00,Mobile,Paid,0
BILL856565,CUST10015,326173,326173,2026-03-10 00:00:00,2026-03-14 00:00:00,Mobile,Paid,0
BILL352067,CUST10594,369782,369782,2026-02-04 00:00:00,2026-02-06 00:00:00,Mobile,Paid,0
BILL249060,CUST10300,333301,7638779,2026-02-02 00:00:00,2026-02-07 00:00:00,Web,Paid,0
BILL448769,CUST10424,178755,178755,2026-02-07 00:00:00,2026-02-09 00:00:00,Mobile,Paid,0
BILL874912,CUST10448,234721,234721,2026-02-09 00:00:00,2026-02-09 00:00:00,Mobile,Paid,0
BILL536200,CUST10290,172758,172758,2026-02-03 00:00:00,2026-02-03 00:00:00,API,Paid,0
BILL180061,CUST10290,172758,172758,2026-02-03 00:00:00,2026-02-03 00:01:00,API,Paid,0
BILL912339,CUST10290,172758,172758,2026-02-03 00:00:00,2026-02-03 00:02:00,API,Paid,0
BILL962095,CUST10290,172758,172758,2026-02-03 00:00:00,2026-02-03 00:03:00,API,Paid,0
BILL452873,CUST10290,172758,172758,2026-02-03 00:00:00,2026-02-03 00:04:00,API,Paid,0
BILL224749,CUST10172,264351,264351,2026-02-08 00:00:00,2026-02-08 00:00:00,Mobile,Paid,0
BILL233935,CUST10227,232936,232936,2026-02-10 00:00:00,2026-02-10 00:00:00,API,Paid,0
BILL453262,CUST10227,232936,232936,2026-02-10 00:00:00,2026-02-10 00:01:00,API,Paid,0
BILL851209,CUST10227,232936,232936,2026-02-10 00:00:00,2026-02-10 00:02:00,API,Paid,0
BILL250282,CUST10227,232936,232936,2026-02-10 00:00:00,2026-02-10 00:03:00,API,Paid,0
BILL286618,CUST10227,232936,232936,2026-02-10 00:00:00,2026-02-10 00:04:00,API,Paid,0
BILL913727,CUST10615,198384,198384,2026-02-09 00:00:00,2026-02-09 00:00:00,Mobile,Paid,1
BILL814613,CUST10200,342570,342570,2026-01-31 00:00:00,2026-02-01 00:00:00,Web,Paid,0
BILL759003,CUST10587,189191,189191,2026-03-10 00:00:00,2026-03-12 00:00:00,Web,Paid,0
BILL417162,CUST10206,369902,369902,2026-04-15 00:00:00,2026-04-20 00:00:00,Web,Paid,0
BILL318270,CUST10428,218349,218349,2026-02-03 00:00:00,2026-02-05 00:00:00,Web,Paid,1
BILL500426,CUST10322,138465,138465,2026-02-07 00:00:00,2026-02-12 00:00:00,Web,Paid,0
BILL444001,CUST10029,196409,196409,2026-02-02 00:00:00,2026-02-06 00:00:00,Mobile,Paid,0
BILL631554,CUST10551,129977,129977,2026-02-01 00:00:00,2026-02-01 00:00:00,Web,Paid,0
BILL839071,CUST10065,379641,379641,2026-02-05 00:00:00,2026-02-10 00:00:00,Mobile,Paid,0
BILL860896,CUST10350,276597,276597,2026-01-31 00:00:00,2026-02-02 00:00:00,Mobile,Paid,0
BILL555426,CUST10176,360613,360613,2026-02-09 00:00:00,2026-02-12 00:00:00,Web,Paid,0
BILL490589,CUST10608,369837,369837,2026-02-03 00:00:00,2026-02-08 00:00:00,Web,Paid,0
BILL993083,CUST10229,340710,340710,2026-02-09 00:00:00,2026-02-09 00:00:00,API,Paid,0
BILL677978,CUST10229,340710,340710,2026-02-09 00:00:00,2026-02-09 00:01:00,API,Paid,0
BILL771442,CUST10229,340710,340710,2026-02-09 00:00:00,2026-02-09 00:02:00,API,Paid,0
BILL392937,CUST10229,340710,340710,2026-02-09 00:00:00,2026-02-09 00:03:00,API,Paid,0
BILL905217,CUST10317,221198,221198,2026-02-07 00:00:00,2026-02-11 00:00:00,Mobile,Paid,0
BILL814987,CUST10152,248075,248075,2026-02-05 00:00:00,2026-02-07 00:00:00,Web,Paid,0
BILL175696,CUST10585,370545,370545,2026-02-05 00:00:00,2026-02-05 00:00:00,Web,Paid,0
BILL331447,CUST10288,256964,2024,2026-02-01 00:00:00,2026-02-06 00:00:00,Mobile,Paid,0
BILL449236,CUST10557,310831,310831,2026-02-01 00:00:00,2026-02-04 00:00:00,Mobile,Paid,1
BILL229996,CUST10148,176194,176194,2026-02-03 00:00:00,2026-02-05 00:00:00,Web,Paid,0
BILL762520,CUST10139,297574,297574,2026-03-09 00:00:00,2026-03-11 00:00:00,Web,Paid,0
BILL442177,CUST10108,394781,394781,2026-04-11 00:00:00,2026-04-14 00:00:00,Mobile,Paid,1
BILL257023,CUST10545,213332,213332,2026-02-01 00:00:00,2026-02-02 00:00:00,Web,Paid,0
BILL643312,CUST10444,372894,372894,2026-02-03 00:00:00,2026-02-08 00:00:00,Mobile,Paid,0
BILL737292,CUST10042,298563,298563,2026-02-03 00:00:00,2026-02-07 00:00:00,Mobile,Paid,0
BILL851752,CUST10147,155440,155440,2026-02-06 00:00:00,2026-02-10 00:00:00,Web,Paid,0
BILL347755,CUST10131,383513,383513,2026-02-08 00:00:00,2026-02-13 00:00:00,Mobile,Paid,0
BILL981208,CUST10616,291905,291905,2026-02-07 00:00:00,2026-02-08 00:00:00,Mobile,Paid,0
BILL678138,CUST10104,265643,265643,2026-02-09 00:00:00,2026-02-09 00:00:00,API,Paid,0
BILL789697,CUST10104,265643,265643,2026-02-09 00:00:00,2026-02-09 00:01:00,API,Paid,0
BILL463748,CUST10104,265643,265643,2026-02-09 00:00:00,2026-02-09 00:02:00,API,Paid,0
BILL396524,CUST10200,342570,342570,2026-03-03 00:00:00,2026-03-04 00:00:00,Web,Paid,0
BILL533758,CUST10417,214064,214064,2026-02-05 00:00:00,2026-02-07 00:00:00,Mobile,Paid,0
BILL739815,CUST10141,136058,2805000,2026-02-05 00:00:00,2026-02-10 00:00:00,Mobile,Paid,0
BILL958217,CUST10243,399795,399795,2026-02-03 00:00:00,2026-02-07 00:00:00,Web,Paid,0
BILL962075,CUST10133,106145,106145,2026-02-10 00:00:00,2026-02-13 00:00:00,Mobile,Paid,1
BILL129155,CUST10319,339704,339704,2026-02-03 00:00:00,2026-02-08 00:00:00,API,Paid,0
BILL786109,CUST10182,162027,162027,2026-02-04 00:00:00,2026-02-05 00:00:00,Mobile,Paid,0
BILL851713,CUST10141,136058,136058,2026-03-12 00:00:00,2026-03-13 00:00:00,Mobile,Paid,0
BILL346647,CUST10515,303653,303653,2026-02-08 00:00:00,2026-02-11 00:00:00,Web,Paid,0
BILL365531,CUST10493,119681,119681,2026-01-31 00:00:00,2026-02-04 00:00:00,Mobile,Paid,0
BILL422459,CUST10531,303613,4905342,2026-02-02 00:00:00,2026-02-06 00:00:00,Mobile,Paid,0
BILL311364,CUST10165,352542,352542,2026-02-08 00:00:00,2026-02-08 00:00:00,API,Paid,0
BILL536529,CUST10165,352542,352542,2026-02-08 00:00:00,2026-02-08 00:01:00,API,Paid,0
BILL378419,CUST10165,352542,352542,2026-02-08 00:00:00,2026-02-08 00:02:00,API,Paid,0
BILL953609,CUST10165,352542,352542,2026-02-08 00:00:00,2026-02-08 00:03:00,API,Paid,0
BILL644802,CUST10165,352542,352542,2026-02-08 00:00:00,2026-02-08 00:04:00,API,Paid,0
BILL582431,CUST10265,230771,2446,2026-02-07 00:00:00,2026-02-11 00:00:00,Mobile,Paid,0
BILL516647,CUST10471,262951,262951,2026-02-08 00:00:00,2026-02-08 00:00:00,Mobile,Paid,0
BILL511954,CUST10513,373858,373858,2026-02-09 00:00:00,2026-02-09 00:00:00,Web,Paid,0
BILL762596,CUST10453,156466,156466,2026-01-31 00:00:00,2026-02-03 00:00:00,Mobile,Paid,0
BILL617473,CUST10331,201073,4563,2026-02-09 00:00:00,2026-02-13 00:00:00,Web,Paid,0
BILL728076,CUST10404,308543,308543,2026-02-02 00:00:00,2026-02-02 00:00:00,Mobile,Paid,0
BILL129840,CUST10150,240703,240703,2026-02-07 00:00:00,2026-02-08 00:00:00,Mobile,Paid,0
BILL391983,CUST10083,266463,266463,2026-02-09 00:00:00,2026-02-11 00:00:00,Mobile,Paid,0
BILL667265,CUST10602,272602,272602,2026-02-09 00:00:00,2026-02-11 00:00:00,Web,Paid,0
BILL548497,CUST10033,312211,312211,2026-02-09 00:00:00,2026-02-13 00:00:00,Web,Paid,0
BILL982365,CUST10583,372597,372597,2026-02-07 00:00:00,2026-02-09 00:00:00,Mobile,Paid,0
BILL748156,CUST10140,270876,270876,2026-03-05 00:00:00,2026-03-05 00:00:00,Web,Paid,0
BILL966210,CUST10383,128578,128578,2026-03-05 00:00:00,2026-03-06 00:00:00,Mobile,Paid,0
BILL288414,CUST10229,340710,340710,2026-03-11 00:04:00,2026-03-15 00:04:00,API,Paid,0
BILL340422,CUST10149,189211,189211,2026-02-10 00:00:00,2026-02-14 00:00:00,Mobile,Paid,0
BILL446226,CUST10304,191508,191508,2026-02-03 00:00:00,2026-02-03 00:00:00,Web,Paid,0
BILL916996,CUST10044,331621,331621,2026-01-31 00:00:00,2026-01-31 00:00:00,Web,Paid,0
BILL511565,CUST10451,211055,211055,2026-02-10 00:00:00,2026-02-11 00:00:00,Mobile,Paid,0
BILL519379,CUST10149,189211,189211,2026-03-16 00:00:00,2026-03-19 00:00:00,Mobile,Paid,0
BILL884721,CUST10217,345563,345563,2026-02-08 00:00:00,2026-02-11 00:00:00,Web,Paid,0
BILL670233,CUST10404,308543,308543,2026-03-04 00:00:00,2026-03-07 00:00:00,Mobile,Paid,0
BILL221995,CUST10325,105485,105485,2026-02-01 00:00:00,2026-02-01 00:00:00,Mobile,Paid,0
BILL825018,CUST10610,316839,316839,2026-02-02 00:00:00,2026-02-07 00:00:00,Web,Paid,0
BILL574476,CUST10323,390691,390691,2026-02-01 00:00:00,2026-02-03 00:00:00,Mobile,Paid,0
BILL430622,CUST10234,145984,145984,2026-01-31 00:00:00,2026-02-03 00:00:00,Mobile,Paid,0
BILL882759,CUST10419,235016,235016,2026-02-04 00:00:00,2026-02-05 00:00:00,Mobile,Paid,0
BILL397959,CUST10192,309961,309961,2026-02-05 00:00:00,2026-02-05 00:00:00,Mobile,Paid,0
BILL190467,CUST10286,286179,286179,2026-03-06 00:00:00,2026-03-06 00:00:00,Mobile,Paid,0
BILL373357,CUST10318,334485,5891392,2026-02-04 00:00:00,2026-02-09 00:00:00,Web,Paid,0
BILL367241,CUST10242,218492,218492,2026-02-01 00:00:00,2026-02-04 00:00:00,Mobile,Paid,0
BILL237964,CUST10520,267781,267781,2026-02-06 00:00:00,2026-02-08 00:00:00,Web,Paid,0
BILL933794,CUST10318,334485,334485,2026-03-11 00:00:00,2026-03-14 00:00:00,API,Paid,0
BILL284605,CUST10430,292307,292307,2026-02-09 00:00:00,2026-02-13 00:00:00,Web,Paid,0
BILL966133,CUST10362,347184,347184,2026-02-02 00:00:00,2026-02-03 00:00:00,Web,Paid,0
BILL320618,CUST10465,314765,314765,2026-02-06 00:00:00,2026-02-09 00:00:00,Web,Paid,0
BILL302174,CUST10035,331809,331809,2026-02-04 00:00:00,2026-02-09 00:00:00,Web,Paid,0
BILL289505,CUST10570,322635,322635,2026-03-16 00:00:00,2026-03-21 00:00:00,Mobile,Paid,0
BILL255561,CUST10161,227877,8936,2026-02-05 00:00:00,2026-02-08 00:00:00,Mobile,Paid,0
BILL344156,CUST10072,339066,339066,2026-02-10 00:00:00,2026-02-10 00:00:00,Web,Paid,0
BILL118101,CUST10390,250230,250230,2026-02-08 00:00:00,2026-02-10 00:00:00,API,Paid,0
BILL961462,CUST10336,385465,5293,2026-02-07 00:00:00,2026-02-10 00:00:00,Web,Paid,0
BILL365616,CUST10342,252882,252882,2026-02-04 00:00:00,2026-02-09 00:00:00,Mobile,Paid,0
BILL780884,CUST10260,358839,358839,2026-02-09 00:00:00,2026-02-11 00:00:00,Web,Paid,0
BILL758758,CUST10264,250592,250592,2026-01-31 00:00:00,2026-01-31 00:00:00,API,Paid,0
BILL684817,CUST10264,250592,250592,2026-01-31 00:00:00,2026-01-31 00:01:00,API,Paid,0
BILL164333,CUST10264,250592,250592,2026-01-31 00:00:00,2026-01-31 00:02:00,API,Paid,0
BILL321742,CUST10264,250592,250592,2026-01-31 00:00:00,2026-01-31 00:03:00,API,Paid,0
BILL173064,CUST10193,319992,319992,2026-03-12 00:00:00,2026-03-13 00:00:00,Web,Paid,0
BILL534382,CUST10522,265752,265752,2026-02-06 00:00:00,2026-02-07 00:00:00,Mobile,Paid,0
BILL593358,CUST10322,138465,138465,2026-03-14 00:00:00,2026-03-17 00:00:00,Web,Paid,0
BILL737315,CUST10312,332915,332915,2026-02-08 00:00:00,2026-02-11 00:00:00,Web,Paid,0
BILL471475,CUST10194,202832,202832,2026-02-01 00:00:00,2026-02-02 00:00:00,Web,Paid,0
BILL324427,CUST10222,245529,245529,2026-02-09 00:00:00,2026-02-09 00:00:00,Web,Paid,0
BILL811156,CUST10142,108800,108800,2026-03-09 00:00:00,2026-03-12 00:00:00,Mobile,Paid,0
BILL561007,CUST10217,345563,345563,2026-03-13 00:00:00,2026-03-17 00:00:00,Web,Paid,0
BILL800015,CUST10410,350391,350391,2026-03-12 00:00:00,2026-03-13 00:00:00,Mobile,Paid,0
BILL648908,CUST10373,276562,276562,2026-02-07 00:00:00,2026-02-07 00:00:00,Web,Paid,0
BILL582045,CUST10098,179960,179960,2026-02-04 00:00:00,2026-02-08 00:00:00,Web,Paid,0
BILL495683,CUST10199,101201,101201,2026-02-04 00:00:00,2026-02-04 00:00:00,Mobile,Paid,0
BILL610477,CUST10375,286870,286870,2026-02-06 00:00:00,2026-02-11 00:00:00,Mobile,Paid,0
BILL229907,CUST10464,265364,265364,2026-02-01 00:00:00,2026-02-04 00:00:00,Mobile,Paid,0
BILL699817,CUST10042,298563,298563,2026-03-09 00:00:00,2026-03-14 00:00:00,Mobile,Paid,0
BILL320865,CUST10598,244837,244837,2026-02-09 00:00:00,2026-02-09 00:00:00,Mobile,Paid,0
BILL634375,CUST10484,198374,198374,2026-03-07 00:00:00,2026-03-10 00:00:00,Mobile,Paid,0
BILL600986,CUST10365,152220,152220,2026-02-07 00:00:00,2026-02-10 00:00:00,Mobile,Paid,0
BILL308184,CUST10338,206150,206150,2026-02-09 00:00:00,2026-02-14 00:00:00,Web,Paid,0
BILL752612,CUST10172,264351,264351,2026-03-10 00:00:00,2026-03-15 00:00:00,Mobile,Paid,0
BILL768574,CUST10596,117486,117486,2026-02-03 00:00:00,2026-02-03 00:00:00,Mobile,Paid,0
BILL822499,CUST10129,185393,185393,2026-04-12 00:00:00,2026-04-13 00:00:00,Web,Paid,0
BILL345059,CUST10332,388940,388940,2026-03-03 00:00:00,2026-03-03 00:00:00,Web,Paid,0
BILL920193,CUST10352,202261,202261,2026-02-08 00:00:00,2026-02-08 00:00:00,API,Paid,0
BILL759120,CUST10352,202261,202261,2026-02-08 00:00:00,2026-02-08 00:01:00,API,Paid,0
BILL444917,CUST10352,202261,202261,2026-02-08 00:00:00,2026-02-08 00:02:00,API,Paid,0
BILL424578,CUST10352,202261,202261,2026-02-08 00:00:00,2026-02-08 00:03:00,API,Paid,0
BILL691207,CUST10575,158907,3636323,2026-02-01 00:00:00,2026-02-02 00:00:00,Web,Paid,0
BILL862371,CUST10500,311731,311731,2026-02-04 00:00:00,2026-02-09 00:00:00,Mobile,Paid,0
BILL719882,CUST10473,133741,133741,2026-02-06 00:00:00,2026-02-06 00:00:00,Mobile,Paid,0
BILL169827,CUST10385,329076,329076,2026-02-06 00:00:00,2026-02-06 00:00:00,Mobile,Paid,0
BILL374817,CUST10156,366745,366745,2026-02-02 00:00:00,2026-02-04 00:00:00,Web,Paid,0
BILL503173,CUST10391,185279,185279,2026-02-05 00:00:00,2026-02-08 00:00:00,Mobile,Paid,0
BILL366587,CUST10237,398916,398916,2026-02-07 00:00:00,2026-02-09 00:00:00,Mobile,Paid,0
BILL455862,CUST10190,169437,169437,2026-02-01 00:00:00,2026-02-04 00:00:00,Mobile,Paid,0
BILL966538,CUST10166,334687,334687,2026-01-31 00:00:00,2026-02-05 00:00:00,Web,Paid,0
BILL243278,CUST10365,152220,152220,2026-03-12 00:00:00,2026-03-15 00:00:00,Mobile,Paid,0
BILL773642,CUST10416,384413,384413,2026-01-31 00:00:00,2026-02-01 00:00:00,Mobile,Paid,0
BILL615536,CUST10540,164504,164504,2026-02-01 00:00:00,2026-02-06 00:00:00,Mobile,Paid,0
BILL111478,CUST10352,202261,9956,2026-03-10 00:04:00,2026-03-11 00:04:00,Mobile,Paid,0
BILL882533,CUST10007,390473,390473,2026-01-31 00:00:00,2026-02-01 00:00:00,Web,Paid,0
BILL831515,CUST10048,200010,200010,2026-02-09 00:00:00,2026-02-12 00:00:00,Mobile,Paid,0
BILL839419,CUST10069,139568,139568,2026-02-09 00:00:00,2026-02-14 00:00:00,Mobile,Paid,0
BILL980152,CUST10213,322614,322614,2026-02-02 00:00:00,2026-02-02 00:00:00,Mobile,Paid,0
BILL675607,CUST10483,272414,272414,2026-02-03 00:00:00,2026-02-05 00:00:00,API,Paid,0
BILL921236,CUST10012,336936,336936,2026-02-09 00:00:00,2026-02-14 00:00:00,Mobile,Paid,0
BILL744517,CUST10520,267781,267781,2026-03-10 00:00:00,2026-03-10 00:00:00,Web,Paid,0
BILL406659,CUST10375,286870,286870,2026-03-13 00:00:00,2026-03-17 00:00:00,Mobile,Paid,0
BILL682919,CUST10233,310354,310354,2026-02-07 00:00:00,2026-02-12 00:00:00,Mobile,Paid,0
BILL962954,CUST10604,241605,241605,2026-02-07 00:00:00,2026-02-09 00:00:00,Mobile,Paid,0
BILL238745,CUST10066,187187,187187,2026-01-31 00:00:00,2026-02-02 00:00:00,Web,Paid,0
BILL957123,CUST10612,324597,324597,2026-02-10 00:00:00,2026-02-10 00:00:00,API,Paid,0
BILL856630,CUST10612,324597,324597,2026-02-10 00:00:00,2026-02-10 00:01:00,API,Paid,0
BILL306642,CUST10612,324597,324597,2026-02-10 00:00:00,2026-02-10 00:02:00,API,Paid,0
BILL253673,CUST10612,324597,324597,2026-02-10 00:00:00,2026-02-10 00:03:00,API,Paid,0
BILL479624,CUST10612,324597,324597,2026-02-10 00:00:00,2026-02-10 00:04:00,API,Paid,0
BILL131416,CUST10048,200010,200010,2026-03-14 00:00:00,2026-03-14 00:00:00,API,Paid,0
BILL704523,CUST10048,200010,200010,2026-03-14 00:00:00,2026-03-14 00:01:00,API,Paid,0
BILL315846,CUST10048,200010,200010,2026-03-14 00:00:00,2026-03-14 00:02:00,API,Paid,0
BILL417503,CUST10326,125135,125135,2026-02-06 00:00:00,2026-02-11 00:00:00,API,Paid,0
BILL123687,CUST10106,281250,281250,2026-02-03 00:00:00,2026-02-07 00:00:00,Web,Paid,0
BILL902346,CUST10216,377209,377209,2026-02-02 00:00:00,2026-02-06 00:00:00,Web,Paid,0
BILL704253,CUST10449,315584,315584,2026-02-09 00:00:00,2026-02-12 00:00:00,Mobile,Paid,0
BILL784268,CUST10472,198317,198317,2026-02-08 00:00:00,2026-02-13 00:00:00,Web,Paid,0
BILL894498,CUST10322,138465,2376085,2026-04-16 00:00:00,2026-04-16 00:00:00,Web,Paid,0
BILL500307,CUST10110,350073,350073,2026-02-08 00:00:00,2026-02-08 00:00:00,API,Paid,0
BILL270564,CUST10110,350073,350073,2026-02-08 00:00:00,2026-02-08 00:01:00,API,Paid,0
BILL218402,CUST10110,350073,350073,2026-02-08 00:00:00,2026-02-08 00:02:00,API,Paid,0
BILL792869,CUST10110,350073,350073,2026-02-08 00:00:00,2026-02-08 00:03:00,API,Paid,0
BILL535255,CUST10376,325746,325746,2026-02-02 00:00:00,2026-02-04 00:00:00,Web,Paid,0
BILL416499,CUST10140,270876,270876,2026-04-04 00:00:00,2026-04-06 00:00:00,Web,Paid,0
