Transaction ID,Original Trx ID,Service Source,User Account,Amount,IP Address,City,Country,Risk Score,Anomaly Score,Risk Level,Is Flagged ML,Violation Reason,Final Status,Transaction Time
496,330838967438,AGENUSA,cust745772,"Rp 262,559.68",36.90.120.15,-,-,0.0,0.032853,SAFE,NO,-,SAFE,2026-06-10 09:41:05
495,658897296591,AGENUSA,card_chain_015468,"Rp 4,700,860.31",180.250.50.60,-,-,88.0,0.024521,CRITICAL,NO,RULE:Very High Amount | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:41:05
494,518380893529,AGENUSA,card_super_301842,"Rp 3,321,184.22",114.10.20.30,-,-,88.0,0.017284,CRITICAL,NO,RULE:Very High Amount | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:41:05
493,494010311650,AGENUSA,card_dcln_856301,"Rp 205,004.00",114.10.20.30,-,-,100.0,0.014023,CRITICAL,NO,PATTERN:Decline Velocity | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,FRAUD,2026-06-10 09:41:05
492,157504038686,AGENUSA,cust995828,"Rp 691,242.95",114.10.20.30,-,-,0.0,0.028557,SAFE,NO,-,SAFE,2026-06-10 09:40:55
491,774782252625,AGENUSA,card_super_301842,"Rp 1,118,970.75",114.10.20.30,-,-,60.0,0.017665,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:40:55
490,360687538496,AGENUSA,card_velo_673954,"Rp 515,162.04",36.90.120.15,-,-,60.0,0.031687,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:40:50
489,372365310040,AGENUSA,card_chain_015468,"Rp 2,524,530.42",180.250.50.60,-,-,88.0,0.018034,CRITICAL,NO,RULE:Very High Amount | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:40:50
488,452321186092,AGENUSA,cust605189,"Rp 294,787.69",114.10.20.30,-,-,0.0,0.032772,SAFE,NO,-,SAFE,2026-06-10 09:40:45
487,395770191289,AGENUSA,card_chain_015468,"Rp 833,457.08",36.90.120.15,-,-,60.0,0.027493,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:40:40
486,593890474889,AGENUSA,cust175462,"Rp 605,557.73",180.250.50.60,-,-,0.0,0.030694,SAFE,NO,-,SAFE,2026-06-10 09:40:35
485,705080205082,AGENUSA,card_dcln_856301,"Rp 1,127,574.15",114.10.20.30,-,-,100.0,0.006176,CRITICAL,NO,PATTERN:Decline Velocity | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,FRAUD,2026-06-10 09:40:35
484,649371705219,AGENUSA,card_velo_673954,"Rp 98,052.08",180.250.50.60,-,-,30.0,0.023448,LOW,NO,PATTERN:HIGH_FREQUENCY,SAFE,2026-06-10 09:40:25
483,737586047244,AGENUSA,cust653840,"Rp 1,219,823.28",36.90.120.15,-,-,0.0,0.02632,SAFE,NO,-,SAFE,2026-06-10 09:40:25
482,645124339473,AGENUSA,card_super_301842,"Rp 761,389.98",114.10.20.30,-,-,100.0,0.008426,CRITICAL,NO,PATTERN:Decline Velocity | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:40:25
481,793729232452,AGENUSA,cust830503,"Rp 1,106,495.67",36.90.120.15,-,-,0.0,0.026885,SAFE,NO,-,SAFE,2026-06-10 09:40:15
480,901694246855,AGENUSA,card_chain_015468,"Rp 1,091,754.99",180.250.50.60,-,-,100.0,0.008785,CRITICAL,NO,PATTERN:Decline Velocity | PATTERN:HIGH_FREQUENCY,FRAUD,2026-06-10 09:40:15
479,797130742490,AGENUSA,cust172142,"Rp 1,715,819.70",36.90.120.15,-,-,0.0,0.025517,SAFE,NO,-,SAFE,2026-06-10 09:40:05
478,882762593997,AGENUSA,card_dcln_856301,"Rp 1,638,990.03",36.90.120.15,-,-,50.0,0.00772,MEDIUM,NO,PATTERN:BURST_AMOUNT,UNDER_REVIEW,2026-06-10 09:40:05
477,741340578798,AGENUSA,card_velo_673954,"Rp 1,890,539.92",36.90.120.15,-,-,0.0,0.019964,SAFE,NO,-,SAFE,2026-06-10 09:40:00
476,905751161710,AGENUSA,card_super_301842,"Rp 1,689,974.16",36.90.120.15,-,-,50.0,0.007947,MEDIUM,NO,PATTERN:BURST_AMOUNT,UNDER_REVIEW,2026-06-10 09:40:00
475,373967653810,AGENUSA,cust757291,"Rp 1,295,308.43",180.250.50.60,-,-,0.0,0.02739,SAFE,NO,-,SAFE,2026-06-10 09:39:55
474,840032763719,AGENUSA,card_chain_015468,"Rp 564,586.82",180.250.50.60,-,-,0.0,0.00956,SAFE,NO,-,SAFE,2026-06-10 09:39:55
473,942157840462,AGENUSA,cust758282,"Rp 775,922.28",114.10.20.30,-,-,0.0,0.028557,SAFE,NO,-,SAFE,2026-06-10 09:39:45
472,631575912036,AGENUSA,card_high_072973,"Rp 94,974,330.30",114.10.20.30,-,-,100.0,0.01618,CRITICAL,NO,RULE:Agenusa High Amount > 15M | PATTERN:Manual High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,FRAUD,2026-06-10 09:39:35
471,850362847720,AGENUSA,card_jump_587519,"Rp 320,614.85",180.250.50.60,Ngawi,ID,0.0,0.020698,SAFE,NO,-,SAFE,2026-06-10 09:39:35
470,249642747371,AGENUSA,cust506810,"Rp 14,464,392.07",36.90.120.15,Central Jakarta,ID,100.0,0.02537,CRITICAL,NO,RULE:High Amount Rule | PATTERN:Manual High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,FRAUD,2026-06-10 09:39:35
469,520294704523,AGENUSA,cust463896,"Rp 10,041,587.52",36.90.120.15,Central Jakarta,ID,100.0,0.024293,CRITICAL,NO,RULE:High Amount Rule | PATTERN:Manual High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,FRAUD,2026-06-10 09:39:35
468,804913198002,AGENUSA,cust890310,"Rp 6,698,117.79",180.250.50.60,Ngawi,ID,88.0,0.024862,CRITICAL,NO,RULE:Very High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,UNDER_REVIEW,2026-06-10 09:39:35
467,413716882324,AGENUSA,card_velo_673954,"Rp 627,568.31",180.250.50.60,Ngawi,ID,0.0,0.032161,SAFE,NO,-,SAFE,2026-06-10 09:39:35
466,065812129204,AGENUSA,cust836355,"Rp 1,247,887.17",180.250.50.60,Ngawi,ID,0.0,0.02632,SAFE,NO,-,SAFE,2026-06-10 09:39:35
465,310914462980,AGENUSA,card_chain_015468,"Rp 806,570.21",36.90.120.15,Central Jakarta,ID,0.0,0.008364,SAFE,NO,-,SAFE,2026-06-10 09:39:35
464,799165805038,AGENUSA,card_super_301842,"Rp 1,637,422.39",36.90.120.15,Central Jakarta,ID,0.0,0.015552,SAFE,NO,-,SAFE,2026-06-10 09:39:35
463,164461863710,AGENUSA,card_dcln_856301,"Rp 1,555,619.40",36.90.120.15,Central Jakarta,ID,0.0,0.010028,SAFE,NO,-,SAFE,2026-06-10 09:39:35
462,537568473169,AGENUSA,cust925125,"Rp 1,544,221.78",114.10.20.30,Semarang,ID,0.0,0.026885,SAFE,NO,-,SAFE,2026-06-10 09:39:35
461,138133499315,AGENUSA,cust896322,"Rp 573,204.49",114.10.20.30,Semarang,ID,0.0,0.031098,SAFE,NO,-,SAFE,2026-06-10 09:39:35
460,582364833058,AGENUSA,cust125490,"Rp 1,353,965.76",114.10.20.30,Semarang,ID,0.0,0.019205,SAFE,NO,-,SAFE,2026-06-10 09:39:35
459,179973681926,AGENUSA,cust418437,"Rp 1,869,488.38",99.99.99.99,Oklahoma City,US,0.0,0.024949,SAFE,NO,-,SAFE,2026-06-10 09:39:35
458,521192296859,AGENUSA,cust854618,"Rp 1,116,433.04",36.90.120.15,Central Jakarta,ID,0.0,0.02739,SAFE,NO,-,SAFE,2026-06-10 09:39:35
457,307055596997,AGENUSA,cust971106,"Rp 1,128,093.67",180.250.50.60,Ngawi,ID,0.0,0.02739,SAFE,NO,-,SAFE,2026-06-10 09:39:35
456,617592580661,AGENUSA,cust020435,"Rp 160,089.36",114.10.20.30,Semarang,ID,0.0,0.032888,SAFE,NO,-,SAFE,2026-06-10 09:39:35
455,124814799263,AGENUSA,cust381244,"Rp 1,105,547.55",36.90.120.15,Central Jakarta,ID,0.0,0.02739,SAFE,NO,-,SAFE,2026-06-10 09:39:35
454,208997969716,AGENUSA,cust747010,"Rp 1,001,365.33",114.10.20.30,Semarang,ID,0.0,0.02818,SAFE,NO,-,SAFE,2026-06-10 09:39:35
453,455116945231,AGENUSA,cust730281,"Rp 1,048,185.78",114.10.20.30,Semarang,ID,0.0,0.02818,SAFE,NO,-,SAFE,2026-06-10 09:39:35
452,260439818111,AGENUSA,cust755447,"Rp 650,288.44",36.90.120.15,Central Jakarta,ID,0.0,0.029765,SAFE,NO,-,SAFE,2026-06-10 09:39:35
451,623178282001,AGENUSA,cust116125,"Rp 1,170,592.80",180.250.50.60,Ngawi,ID,0.0,0.02632,SAFE,NO,-,SAFE,2026-06-10 09:39:35
450,833591898812,AGENUSA,cust972987,"Rp 1,065,012.62",114.10.20.30,Semarang,ID,0.0,0.027676,SAFE,NO,-,SAFE,2026-06-10 09:39:35
449,018794094110,AGENUSA,cust673856,"Rp 72,489.11",114.10.20.30,Semarang,ID,0.0,0.032517,SAFE,NO,-,SAFE,2026-06-10 09:39:35
448,539665006811,AGENUSA,cust957044,"Rp 572,092.47",114.10.20.30,Semarang,ID,0.0,0.03106,SAFE,NO,-,SAFE,2026-06-10 09:39:35
447,527746693954,AGENUSA,cust553078,"Rp 915,945.92",114.10.20.30,Semarang,ID,0.0,0.02818,SAFE,NO,-,SAFE,2026-06-10 09:39:35
446,276535948648,AGENUSA,cust751233,"Rp 629,950.09",114.10.20.30,Semarang,ID,0.0,0.029167,SAFE,NO,-,SAFE,2026-06-10 09:39:35
445,577368062840,AGENUSA,cust138058,"Rp 550,157.64",114.10.20.30,Semarang,ID,0.0,0.031098,SAFE,NO,-,SAFE,2026-06-10 09:39:35
444,429127308858,AGENUSA,cust012494,"Rp 824,427.99",36.90.120.15,Central Jakarta,ID,0.0,0.028557,SAFE,NO,-,SAFE,2026-06-10 09:39:35
443,204713363682,AGENUSA,cust143528,"Rp 1,520,294.96",114.10.20.30,Semarang,ID,0.0,0.02632,SAFE,NO,-,SAFE,2026-06-10 09:39:35
442,062348820996,AGENUSA,cust105516,"Rp 1,707,802.51",114.10.20.30,Semarang,ID,0.0,0.024949,SAFE,NO,-,SAFE,2026-06-10 09:39:35
441,439820993706,AGENUSA,cust355519,"Rp 1,537,431.01",114.10.20.30,Semarang,ID,0.0,0.02632,SAFE,NO,-,SAFE,2026-06-10 09:39:35
440,384284920378,AGENUSA,cust908691,"Rp 583,297.65",114.10.20.30,Semarang,ID,0.0,0.030502,SAFE,NO,-,SAFE,2026-06-10 09:39:35
439,889993908947,AGENUSA,cust369164,"Rp 617,925.70",114.10.20.30,Semarang,ID,0.0,0.029765,SAFE,NO,-,SAFE,2026-06-10 09:39:35
422,509908257780,AGENUSA,card_jump_697755,"Rp 610,629.95",36.90.120.15,-,-,0.0,0.01915,SAFE,NO,-,SAFE,2026-06-10 09:39:13
421,834073562475,AGENUSA,card_velo_406422,"Rp 1,682,550.73",36.90.120.15,-,-,60.0,0.017955,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:39:08
420,965655824955,AGENUSA,card_velo_406422,"Rp 814,180.90",180.250.50.60,-,-,60.0,0.01915,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:38:43
419,257225471025,AGENUSA,card_velo_406422,"Rp 1,839,131.42",114.10.20.30,-,-,60.0,0.017373,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:38:18
418,527309649664,AGENUSA,card_super_402335,"Rp 2,231,718.05",36.90.120.15,-,-,88.0,0.017955,CRITICAL,NO,RULE:Very High Amount | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:38:13
417,271782021672,AGENUSA,card_dcln_829060,"Rp 984,621.47",180.250.50.60,-,-,100.0,0.017047,CRITICAL,NO,PATTERN:Manual EDC Night Brute Force | PATTERN:Decline Velocity | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,FRAUD,2026-06-10 09:38:13
416,680656868153,AGENUSA,cust853678,"Rp 1,734,858.90",180.250.50.60,-,-,0.0,0.026024,SAFE,NO,-,SAFE,2026-06-10 09:38:03
415,870624484940,AGENUSA,card_chain_319526,"Rp 1,175,945.12",114.10.20.30,-,-,60.0,0.018765,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:37:58
414,030325341943,AGENUSA,card_super_402335,"Rp 1,031,646.11",36.90.120.15,-,-,60.0,0.01915,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:37:58
413,937241392644,AGENUSA,card_velo_406422,"Rp 62,776.16",114.10.20.30,-,-,60.0,0.029131,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:37:53
412,164870692740,AGENUSA,cust073399,"Rp 1,010,572.97",36.90.120.15,-,-,0.0,0.027112,SAFE,NO,-,SAFE,2026-06-10 09:37:53
411,454128564235,AGENUSA,cust003133,"Rp 863,445.62",180.250.50.60,-,-,0.0,0.02818,SAFE,NO,-,SAFE,2026-06-10 09:37:43
410,971445130567,AGENUSA,card_chain_319526,"Rp 1,902,413.74",114.10.20.30,-,-,60.0,0.018034,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:37:43
409,440303311319,AGENUSA,card_super_402335,"Rp 1,868,045.11",180.250.50.60,-,-,60.0,0.018475,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:37:43
408,734332184716,AGENUSA,card_dcln_829060,"Rp 1,216,380.44",36.90.120.15,-,-,100.0,0.019817,CRITICAL,NO,PATTERN:Decline Velocity | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,FRAUD,2026-06-10 09:37:43
407,695762488673,AGENUSA,cust523611,"Rp 944,125.21",36.90.120.15,-,-,0.0,0.02818,SAFE,NO,-,SAFE,2026-06-10 09:37:33
406,707198013709,AGENUSA,card_super_402335,"Rp 1,054,129.23",180.250.50.60,-,-,60.0,0.027563,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:37:33
405,283388262083,AGENUSA,card_velo_406422,"Rp 1,672,390.09",114.10.20.30,-,-,60.0,0.018106,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:37:28
404,741603767682,AGENUSA,card_chain_319526,"Rp 4,152,325.45",114.10.20.30,-,-,88.0,0.0167,CRITICAL,NO,RULE:Very High Amount | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:37:28
403,196566102187,AGENUSA,cust193766,"Rp 300,063.92",36.90.120.15,-,-,0.0,0.032734,SAFE,NO,-,SAFE,2026-06-10 09:37:23
402,647560962714,AGENUSA,card_chain_319526,"Rp 1,057,081.55",36.90.120.15,-,-,60.0,0.027978,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:37:18
401,604512929608,AGENUSA,cust107860,"Rp 380,834.66",36.90.120.15,-,-,0.0,0.032254,SAFE,NO,-,SAFE,2026-06-10 09:37:13
400,313741800110,AGENUSA,card_dcln_829060,"Rp 247,094.90",36.90.120.15,-,-,100.0,0.010758,CRITICAL,NO,PATTERN:Decline Velocity | PATTERN:HIGH_FREQUENCY,FRAUD,2026-06-10 09:37:13
399,054474104533,AGENUSA,card_velo_406422,"Rp 711,865.08",180.250.50.60,-,-,60.0,0.027563,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-10 09:37:03
398,977496746633,AGENUSA,cust829325,"Rp 1,247,908.84",180.250.50.60,-,-,0.0,0.026885,SAFE,NO,-,SAFE,2026-06-10 09:37:03
397,556041034695,AGENUSA,card_super_402335,"Rp 1,016,823.58",180.250.50.60,-,-,100.0,0.01763,CRITICAL,NO,PATTERN:Decline Velocity | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,FRAUD,2026-06-10 09:37:03
396,420976649889,AGENUSA,cust651353,"Rp 934,265.81",36.90.120.15,-,-,0.0,0.02818,SAFE,NO,-,SAFE,2026-06-10 09:36:53
395,079598850315,AGENUSA,card_chain_319526,"Rp 665,425.68",114.10.20.30,-,-,100.0,0.008364,CRITICAL,NO,PATTERN:Decline Velocity | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,FRAUD,2026-06-10 09:36:53
394,052483317164,AGENUSA,cust517523,"Rp 228,625.17",36.90.120.15,-,-,0.0,0.032296,SAFE,NO,-,SAFE,2026-06-10 09:36:43
393,159659963915,AGENUSA,card_dcln_829060,"Rp 849,865.83",180.250.50.60,-,-,0.0,0.007999,SAFE,NO,-,SAFE,2026-06-10 09:36:43
392,416117545121,AGENUSA,card_velo_406422,"Rp 1,141,612.84",36.90.120.15,-,-,0.0,0.027337,SAFE,NO,-,SAFE,2026-06-10 09:36:38
391,868650006015,AGENUSA,card_super_402335,"Rp 1,119,250.19",180.250.50.60,-,-,0.0,0.008197,SAFE,NO,-,SAFE,2026-06-10 09:36:38
390,133548235862,AGENUSA,cust606854,"Rp 1,085,777.27",114.10.20.30,-,-,0.0,0.026885,SAFE,NO,-,SAFE,2026-06-10 09:36:33
389,632580002848,AGENUSA,card_chain_319526,"Rp 1,963,587.22",114.10.20.30,-,-,0.0,0.0154,SAFE,NO,-,SAFE,2026-06-10 09:36:33
388,299874118846,AGENUSA,cust095567,"Rp 1,893,787.18",180.250.50.60,-,-,0.0,0.026024,SAFE,NO,-,SAFE,2026-06-10 09:36:23
387,340604935194,AGENUSA,card_high_538197,"Rp 96,817,937.10",114.10.20.30,-,-,100.0,0.01618,CRITICAL,NO,RULE:Agenusa High Amount > 15M | PATTERN:Manual High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,FRAUD,2026-06-10 09:36:13
386,505689145428,AGENUSA,card_jump_697755,"Rp 893,598.11",36.90.120.15,-,-,0.0,0.022013,SAFE,NO,-,SAFE,2026-06-10 09:36:13
385,287842477046,AGENUSA,cust647320,"Rp 8,100,551.83",180.250.50.60,-,-,88.0,0.024293,CRITICAL,NO,RULE:Very High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,UNDER_REVIEW,2026-06-10 09:36:13
384,781298203855,AGENUSA,cust451871,"Rp 9,900,151.14",180.250.50.60,-,-,88.0,0.02537,CRITICAL,NO,RULE:Very High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,UNDER_REVIEW,2026-06-10 09:36:13
383,000693557063,AGENUSA,cust212313,"Rp 5,629,586.37",114.10.20.30,-,-,88.0,0.024293,CRITICAL,NO,RULE:Very High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,UNDER_REVIEW,2026-06-10 09:36:13
382,397019651864,AGENUSA,card_velo_406422,"Rp 1,595,223.20",114.10.20.30,-,-,0.0,0.018687,SAFE,NO,-,SAFE,2026-06-10 09:36:13
381,524063140111,AGENUSA,cust447948,"Rp 414,142.56",114.10.20.30,Semarang,ID,0.0,0.031939,SAFE,NO,-,SAFE,2026-06-10 09:36:13
380,678533613089,AGENUSA,card_chain_319526,"Rp 694,027.28",114.10.20.30,Semarang,ID,0.0,0.017036,SAFE,NO,-,SAFE,2026-06-10 09:36:13
379,505535180323,AGENUSA,card_super_402335,"Rp 941,113.50",180.250.50.60,Ngawi,ID,0.0,0.01763,SAFE,NO,-,SAFE,2026-06-10 09:36:13
378,912859471617,AGENUSA,card_dcln_829060,"Rp 1,571,953.08",36.90.120.15,Central Jakarta,ID,0.0,0.00772,SAFE,NO,-,SAFE,2026-06-10 09:36:13
377,836756873237,AGENUSA,cust170467,"Rp 1,387,625.28",114.10.20.30,Semarang,ID,0.0,0.02739,SAFE,NO,-,SAFE,2026-06-10 09:36:13
376,365076784343,AGENUSA,cust876725,"Rp 752,886.49",180.250.50.60,Ngawi,ID,0.0,0.028557,SAFE,NO,-,SAFE,2026-06-10 09:36:13
375,763238703067,AGENUSA,cust085372,"Rp 1,266,076.40",114.10.20.30,Semarang,ID,0.0,0.027994,SAFE,NO,-,SAFE,2026-06-10 09:36:13
374,307341698828,AGENUSA,cust007295,"Rp 1,228,121.32",99.99.99.99,Oklahoma City,US,0.0,0.026885,SAFE,NO,-,SAFE,2026-06-10 09:36:13
373,076829920368,AGENUSA,cust878901,"Rp 1,986,428.53",180.250.50.60,Ngawi,ID,0.0,0.026024,SAFE,NO,-,SAFE,2026-06-10 09:36:13
372,994616923547,AGENUSA,cust963472,"Rp 1,411,271.27",180.250.50.60,Ngawi,ID,0.0,0.02632,SAFE,NO,-,SAFE,2026-06-10 09:36:13
371,050147644192,AGENUSA,cust768127,"Rp 383,724.97",114.10.20.30,Semarang,ID,0.0,0.032254,SAFE,NO,-,SAFE,2026-06-10 09:36:13
370,621259474294,AGENUSA,cust151582,"Rp 1,250,019.20",180.250.50.60,Ngawi,ID,0.0,0.026885,SAFE,NO,-,SAFE,2026-06-10 09:36:13
369,613919207754,AGENUSA,cust256776,"Rp 1,393,687.45",180.250.50.60,Ngawi,ID,0.0,0.02632,SAFE,NO,-,SAFE,2026-06-10 09:36:13
368,038469919221,AGENUSA,cust779872,"Rp 767,793.53",180.250.50.60,Ngawi,ID,0.0,0.027994,SAFE,NO,-,SAFE,2026-06-10 09:36:13
367,087554493264,AGENUSA,cust049671,"Rp 1,116,224.54",114.10.20.30,Semarang,ID,0.0,0.02632,SAFE,NO,-,SAFE,2026-06-10 09:36:13
366,727526242779,AGENUSA,cust121480,"Rp 1,145,111.60",114.10.20.30,Semarang,ID,0.0,0.02739,SAFE,NO,-,SAFE,2026-06-10 09:36:13
365,085489089193,AGENUSA,cust796185,"Rp 1,740,404.93",180.250.50.60,Ngawi,ID,0.0,0.024949,SAFE,NO,-,SAFE,2026-06-10 09:36:13
364,953030132229,AGENUSA,cust270990,"Rp 342,076.40",114.10.20.30,Semarang,ID,0.0,0.032772,SAFE,NO,-,SAFE,2026-06-10 09:36:13
