Transaction ID,Original Trx ID,Service Source,User Account,Amount,IP Address,City,Country,Risk Score,Anomaly Score,Risk Level,Is Flagged ML,Violation Reason,Final Status,Transaction Time
234,INV-0316137604,NUSABILL,cust-hacker-001,"Rp 99,611.85",114.10.20.30,Semarang,ID,100.0,-0.061866,CRITICAL,YES,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:59
233,INV-5755816098,NUSABILL,cust-burst-5821,"Rp 341,423.46",180.250.50.60,Ngawi,ID,30.0,-0.023508,LOW,YES,PATTERN:HIGH_FREQUENCY,SAFE,2026-06-09 12:05:57
232,INV-5846900079,NUSABILL,cust-hacker-001,"Rp 75,827.72",180.250.50.60,Ngawi,ID,100.0,-0.062345,CRITICAL,YES,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:56
231,INV-5007254082,NUSABILL,cust-hacker-001,"Rp 74,625.78",114.10.20.30,Semarang,ID,100.0,-0.062345,CRITICAL,YES,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:53
157,596948299228,AGENUSA,card_velo_990569,"Rp 1,806,165.71",180.250.50.60,-,-,0.0,0.021006,SAFE,NO,-,SAFE,2026-06-09 12:05:50
156,329964793470,AGENUSA,cust228594,"Rp 601,839.84",114.10.20.30,-,-,0.0,0.030632,SAFE,NO,-,SAFE,2026-06-09 12:05:50
155,829223667965,AGENUSA,card_super_281914,"Rp 481,730.23",36.90.120.15,-,-,0.0,0.008875,SAFE,NO,-,SAFE,2026-06-09 12:05:50
230,INV-4087056431,NUSABILL,cust-hacker-001,"Rp 107,741.45",180.250.50.60,Ngawi,ID,100.0,-0.058175,CRITICAL,YES,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:50
229,INV-7552538165,NUSABILL,cust-hacker-001,"Rp 230,183.22",114.10.20.30,Semarang,ID,100.0,-0.02205,CRITICAL,YES,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:47
228,INV-2973596443,NUSABILL,cust-hacker-001,"Rp 143,036.27",180.250.50.60,Ngawi,ID,100.0,-0.036427,CRITICAL,YES,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:44
227,INV-4725053932,NUSABILL,cust-velo-2571,"Rp 397,002.75",36.90.120.15,Central Jakarta,ID,100.0,-0.053954,CRITICAL,YES,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:42
226,INV-2246447061,NUSABILL,cust-hacker-001,"Rp 190,523.27",114.10.20.30,Semarang,ID,100.0,-0.023987,CRITICAL,YES,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:41
154,527896185263,AGENUSA,cust430252,"Rp 1,480,606.28",180.250.50.60,-,-,0.0,0.026861,SAFE,NO,-,SAFE,2026-06-09 12:05:40
225,INV-0883194656,NUSABILL,cust-hacker-001,"Rp 180,451.81",36.90.120.15,Central Jakarta,ID,30.0,-0.027563,LOW,YES,PATTERN:HIGH_FREQUENCY,SAFE,2026-06-09 12:05:38
224,INV-2913437431,NUSABILL,cust-burst-5821,"Rp 351,835.85",180.250.50.60,Ngawi,ID,100.0,-0.029026,CRITICAL,YES,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:37
223,INV-8026672144,NUSABILL,cust-hacker-001,"Rp 379,435.54",36.90.120.15,Central Jakarta,ID,30.0,-0.045005,LOW,YES,PATTERN:HIGH_FREQUENCY,SAFE,2026-06-09 12:05:35
222,INV-1839289398,NUSABILL,cust-hacker-001,"Rp 318,459.65",36.90.120.15,Central Jakarta,ID,100.0,-0.022973,CRITICAL,YES,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:32
153,071367835918,AGENUSA,cust845192,"Rp 414,788.48",36.90.120.15,Central Jakarta,ID,0.0,0.031915,SAFE,NO,-,SAFE,2026-06-09 12:05:30
189,299690304052,AGENUSA,card_dcln_575270,"Rp 372,422.83",180.250.50.60,Ngawi,ID,0.0,0.008833,SAFE,NO,-,SAFE,2026-06-09 12:05:30
221,INV-8360363739,NUSABILL,cust-hacker-001,"Rp 173,184.94",180.250.50.60,Ngawi,ID,100.0,-0.026223,CRITICAL,YES,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:29
220,INV-7066250185,NUSABILL,cust-hacker-001,"Rp 320,551.13",114.10.20.30,Semarang,ID,30.0,-0.022613,LOW,YES,PATTERN:HIGH_FREQUENCY,SAFE,2026-06-09 12:05:26
188,060364974776,AGENUSA,card_velo_990569,"Rp 537,139.60",180.250.50.60,Ngawi,ID,0.0,0.031078,SAFE,NO,-,SAFE,2026-06-09 12:05:25
187,409154687977,AGENUSA,card_super_281914,"Rp 56,870.80",180.250.50.60,Ngawi,ID,100.0,0.017912,CRITICAL,NO,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:05:25
219,INV-6657375927,NUSABILL,cust-hacker-001,"Rp 237,301.38",114.10.20.30,Semarang,ID,30.0,-0.020992,LOW,YES,PATTERN:HIGH_FREQUENCY,SAFE,2026-06-09 12:05:23
152,492663367810,AGENUSA,cust779427,"Rp 883,794.35",180.250.50.60,Ngawi,ID,0.0,0.028156,SAFE,NO,-,SAFE,2026-06-09 12:05:20
218,INV-2261822784,NUSABILL,cust-hacker-001,"Rp 179,510.23",114.10.20.30,Semarang,ID,0.0,-0.027426,SAFE,YES,-,SAFE,2026-06-09 12:05:20
217,INV-1610376932,NUSABILL,cust-93439,"Rp 53,021,254.67",36.90.120.15,Central Jakarta,ID,100.0,-0.092184,CRITICAL,YES,RULE:Nusabill High Invoice > 50M | PATTERN:Manual High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,FRAUD,2026-06-09 12:05:17
253,INV-3334496815,NUSABILL,cust-50995,"Rp 26,282.12",36.90.120.15,-,-,0.0,-0.077526,SAFE,YES,-,SAFE,2026-06-09 12:05:17
251,INV-0735391347,NUSABILL,cust-02355,"Rp 496,620.74",36.90.120.15,-,-,0.0,-0.072705,SAFE,YES,-,SAFE,2026-06-09 12:05:17
252,INV-3607771205,NUSABILL,cust-57045,"Rp 287,777.35",36.90.120.15,-,-,0.0,-0.036185,SAFE,YES,-,SAFE,2026-06-09 12:05:17
216,INV-8642060487,NUSABILL,cust-velo-2571,"Rp 103,318.76",180.250.50.60,Ngawi,ID,0.0,-0.059732,SAFE,YES,-,SAFE,2026-06-09 12:05:17
215,INV-0726123547,NUSABILL,cust-66675,"Rp 41,404.29",114.10.20.30,Semarang,ID,0.0,-0.062705,SAFE,YES,-,SAFE,2026-06-09 12:05:17
214,INV-1387407860,NUSABILL,cust-97692,"Rp 10,084.40",114.10.20.30,Semarang,ID,0.0,-0.062705,SAFE,YES,-,SAFE,2026-06-09 12:05:17
213,INV-1110786969,NUSABILL,cust-66027,"Rp 28,571.08",114.10.20.30,Semarang,ID,0.0,-0.062705,SAFE,YES,-,SAFE,2026-06-09 12:05:17
212,INV-8429640638,NUSABILL,cust-burst-5821,"Rp 123,617.47",36.90.120.15,Central Jakarta,ID,0.0,-0.048933,SAFE,YES,-,SAFE,2026-06-09 12:05:17
211,INV-4892211445,NUSABILL,cust-hacker-001,"Rp 344,023.41",114.10.20.30,Semarang,ID,0.0,-0.024716,SAFE,YES,-,SAFE,2026-06-09 12:05:17
210,INV-9617991017,NUSABILL,cust-bl-00001,"Rp 114,911.48",180.250.50.60,Ngawi,ID,0.0,-0.054078,SAFE,YES,-,SAFE,2026-06-09 12:05:17
209,INV-3332483405,NUSABILL,cust-76785,"Rp 416,537.79",99.99.99.99,Oklahoma City,US,0.0,-0.055267,SAFE,YES,-,SAFE,2026-06-09 12:05:17
208,INV-9089762433,NUSABILL,cust-77318,"Rp 305,210.93",114.10.20.30,Semarang,ID,0.0,-0.021856,SAFE,YES,-,SAFE,2026-06-09 12:05:17
207,INV-2540462652,NUSABILL,cust-37515,"Rp 404,342.25",114.10.20.30,Semarang,ID,0.0,-0.055267,SAFE,YES,-,SAFE,2026-06-09 12:05:17
206,INV-4697306045,NUSABILL,cust-77155,"Rp 133,839.98",36.90.120.15,Central Jakarta,ID,0.0,-0.042471,SAFE,YES,-,SAFE,2026-06-09 12:05:17
205,INV-2581940618,NUSABILL,cust-47094,"Rp 394,076.86",114.10.20.30,Semarang,ID,0.0,-0.053718,SAFE,YES,-,SAFE,2026-06-09 12:05:17
204,INV-8340598648,NUSABILL,cust-81690,"Rp 252,416.68",180.250.50.60,Ngawi,ID,0.0,-0.022266,SAFE,YES,-,SAFE,2026-06-09 12:05:17
203,INV-1141985312,NUSABILL,cust-92907,"Rp 60,928.45",114.10.20.30,Semarang,ID,0.0,-0.062345,SAFE,YES,-,SAFE,2026-06-09 12:05:17
202,INV-9237495619,NUSABILL,cust-58718,"Rp 284,138.26",36.90.120.15,Central Jakarta,ID,0.0,-0.02226,SAFE,YES,-,SAFE,2026-06-09 12:05:17
201,INV-4997560548,NUSABILL,cust-74510,"Rp 260,859.14",36.90.120.15,Central Jakarta,ID,0.0,-0.019997,SAFE,YES,-,SAFE,2026-06-09 12:05:17
200,INV-6958437315,NUSABILL,cust-92495,"Rp 168,865.63",180.250.50.60,Ngawi,ID,0.0,-0.027144,SAFE,YES,-,SAFE,2026-06-09 12:05:17
199,INV-4946366330,NUSABILL,cust-85069,"Rp 71,823.79",36.90.120.15,Central Jakarta,ID,0.0,-0.062345,SAFE,YES,-,SAFE,2026-06-09 12:05:17
198,INV-0501088621,NUSABILL,cust-06857,"Rp 335,508.04",36.90.120.15,Central Jakarta,ID,0.0,-0.022389,SAFE,YES,-,SAFE,2026-06-09 12:05:17
197,INV-8633066108,NUSABILL,cust-40617,"Rp 51,430.50",36.90.120.15,Central Jakarta,ID,0.0,-0.062345,SAFE,YES,-,SAFE,2026-06-09 12:05:17
196,INV-4317443621,NUSABILL,cust-82325,"Rp 121,139.14",114.10.20.30,Semarang,ID,0.0,-0.051003,SAFE,YES,-,SAFE,2026-06-09 12:05:17
195,INV-8382409795,NUSABILL,cust-50733,"Rp 213,483.59",114.10.20.30,Semarang,ID,0.0,-0.022554,SAFE,YES,-,SAFE,2026-06-09 12:05:17
194,INV-1603343283,NUSABILL,cust-70841,"Rp 285,964.27",114.10.20.30,Semarang,ID,0.0,-0.022591,SAFE,YES,-,SAFE,2026-06-09 12:05:17
193,INV-4910595128,NUSABILL,cust-30044,"Rp 267,956.47",114.10.20.30,Semarang,ID,0.0,-0.020874,SAFE,YES,-,SAFE,2026-06-09 12:05:17
192,INV-8852374353,NUSABILL,cust-49776,"Rp 38,886.64",114.10.20.30,Semarang,ID,0.0,-0.062705,SAFE,YES,-,SAFE,2026-06-09 12:05:17
191,INV-2451052960,NUSABILL,cust-01326,"Rp 284,265.18",180.250.50.60,Ngawi,ID,0.0,-0.022372,SAFE,YES,-,SAFE,2026-06-09 12:05:17
190,INV-7850957159,NUSABILL,cust-06549,"Rp 256,124.23",114.10.20.30,Semarang,ID,0.0,-0.020871,SAFE,YES,-,SAFE,2026-06-09 12:05:17
180,INV-1124458016,NUSABILL,cust-49105,"Rp 85,950.59",180.250.50.60,Ngawi,ID,0.0,-0.061866,SAFE,YES,-,SAFE,2026-06-09 12:05:17
151,356295054075,AGENUSA,cust994616,"Rp 194,505.01",180.250.50.60,Ngawi,ID,0.0,0.032272,SAFE,NO,-,SAFE,2026-06-09 12:05:10
150,823820175620,AGENUSA,cust153348,"Rp 57,014,468.60",180.250.50.60,Ngawi,ID,100.0,0.022491,CRITICAL,NO,RULE:Agenusa High Amount > 15M | PATTERN:Manual High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,FRAUD,2026-06-09 12:05:00
149,609453444032,AGENUSA,card_jump_949886,"Rp 1,838,943.88",36.90.120.15,Central Jakarta,ID,0.0,0.012628,SAFE,NO,-,SAFE,2026-06-09 12:05:00
148,245253524958,AGENUSA,cust770633,"Rp 8,200,452.63",114.10.20.30,Semarang,ID,88.0,0.024268,CRITICAL,NO,RULE:Very High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,UNDER_REVIEW,2026-06-09 12:05:00
147,133335785424,AGENUSA,cust731694,"Rp 11,462,784.18",114.10.20.30,Semarang,ID,100.0,0.024268,CRITICAL,NO,RULE:High Amount Rule | PATTERN:Manual High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,FRAUD,2026-06-09 12:05:00
146,471446971304,AGENUSA,cust365919,"Rp 12,414,588.77",114.10.20.30,Semarang,ID,100.0,0.024268,CRITICAL,NO,RULE:High Amount Rule | PATTERN:Manual High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,FRAUD,2026-06-09 12:05:00
145,203060976136,AGENUSA,card_velo_990569,"Rp 114,995.50",180.250.50.60,Ngawi,ID,0.0,0.032135,SAFE,NO,-,SAFE,2026-06-09 12:05:00
144,744205145433,AGENUSA,cust207203,"Rp 1,568,231.24",36.90.120.15,Central Jakarta,ID,0.0,0.026713,SAFE,NO,-,SAFE,2026-06-09 12:05:00
143,566510553497,AGENUSA,card_super_281914,"Rp 1,160,883.71",36.90.120.15,Central Jakarta,ID,0.0,0.008015,SAFE,NO,-,SAFE,2026-06-09 12:05:00
142,893723789924,AGENUSA,card_dcln_575270,"Rp 1,088,599.06",180.250.50.60,Ngawi,ID,0.0,0.014263,SAFE,NO,-,SAFE,2026-06-09 12:05:00
141,824112751237,AGENUSA,cust803615,"Rp 374,213.38",114.10.20.30,Semarang,ID,0.0,0.032711,SAFE,NO,-,SAFE,2026-06-09 12:05:00
140,086142222635,AGENUSA,cust943415,"Rp 832,138.32",99.99.99.99,Oklahoma City,US,0.0,0.02797,SAFE,NO,-,SAFE,2026-06-09 12:05:00
139,341951903986,AGENUSA,cust950452,"Rp 69,402.74",180.250.50.60,Ngawi,ID,0.0,0.032494,SAFE,NO,-,SAFE,2026-06-09 12:05:00
138,689291295105,AGENUSA,cust516201,"Rp 746,554.53",180.250.50.60,Ngawi,ID,0.0,0.029035,SAFE,NO,-,SAFE,2026-06-09 12:05:00
137,741852869145,AGENUSA,cust652502,"Rp 1,945,160.95",36.90.120.15,Central Jakarta,ID,0.0,0.025493,SAFE,NO,-,SAFE,2026-06-09 12:05:00
136,241339581529,AGENUSA,cust670520,"Rp 490,158.39",36.90.120.15,Central Jakarta,ID,0.0,0.031595,SAFE,NO,-,SAFE,2026-06-09 12:05:00
135,770546659682,AGENUSA,cust038730,"Rp 364,656.77",114.10.20.30,Semarang,ID,0.0,0.032711,SAFE,NO,-,SAFE,2026-06-09 12:05:00
134,604255549344,AGENUSA,cust399777,"Rp 928,975.72",180.250.50.60,Ngawi,ID,0.0,0.028156,SAFE,NO,-,SAFE,2026-06-09 12:05:00
133,479025203177,AGENUSA,cust102957,"Rp 1,599,787.10",114.10.20.30,Semarang,ID,0.0,0.02564,SAFE,NO,-,SAFE,2026-06-09 12:05:00
132,723611629194,AGENUSA,cust764407,"Rp 516,260.56",114.10.20.30,Semarang,ID,0.0,0.031595,SAFE,NO,-,SAFE,2026-06-09 12:05:00
131,625009341590,AGENUSA,cust144913,"Rp 975,507.92",180.250.50.60,Ngawi,ID,0.0,0.027088,SAFE,NO,-,SAFE,2026-06-09 12:05:00
130,272202152210,AGENUSA,cust062836,"Rp 1,587,226.90",36.90.120.15,Central Jakarta,ID,0.0,0.026207,SAFE,NO,-,SAFE,2026-06-09 12:05:00
129,182458402265,AGENUSA,cust653466,"Rp 674,683.36",180.250.50.60,Ngawi,ID,0.0,0.029035,SAFE,NO,-,SAFE,2026-06-09 12:05:00
128,858616621934,AGENUSA,cust748018,"Rp 247,255.41",36.90.120.15,Central Jakarta,ID,0.0,0.032275,SAFE,NO,-,SAFE,2026-06-09 12:05:00
127,312003745696,AGENUSA,cust001906,"Rp 1,764,109.89",180.250.50.60,Ngawi,ID,0.0,0.024924,SAFE,NO,-,SAFE,2026-06-09 12:05:00
126,382486798225,AGENUSA,cust878689,"Rp 762,822.50",36.90.120.15,Central Jakarta,ID,0.0,0.028533,SAFE,NO,-,SAFE,2026-06-09 12:05:00
125,821352946018,AGENUSA,cust917077,"Rp 1,319,104.04",114.10.20.30,Semarang,ID,0.0,0.026296,SAFE,NO,-,SAFE,2026-06-09 12:05:00
124,216744562028,AGENUSA,cust828510,"Rp 1,001,877.77",180.250.50.60,Ngawi,ID,0.0,0.027088,SAFE,NO,-,SAFE,2026-06-09 12:05:00
123,871673843782,AGENUSA,cust049349,"Rp 586,559.70",180.250.50.60,Ngawi,ID,0.0,0.031036,SAFE,NO,-,SAFE,2026-06-09 12:05:00
122,826670971699,AGENUSA,cust070453,"Rp 968,370.29",180.250.50.60,Ngawi,ID,0.0,0.028156,SAFE,NO,-,SAFE,2026-06-09 12:05:00
121,813610578729,AGENUSA,cust666904,"Rp 757,410.32",180.250.50.60,Ngawi,ID,0.0,0.029035,SAFE,NO,-,SAFE,2026-06-09 12:05:00
120,076785249457,AGENUSA,cust950000,"Rp 439,540.21",114.10.20.30,Semarang,ID,0.0,0.031877,SAFE,NO,-,SAFE,2026-06-09 12:05:00
186,409987047412,AGENUSA,card_brute_160417,"Rp 515,135.65",36.90.120.15,Central Jakarta,ID,60.0,0.028239,HIGH,NO,PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,UNDER_REVIEW,2026-06-09 12:01:30
185,079183439197,AGENUSA,card_brute_160417,"Rp 1,305,887.45",36.90.120.15,Central Jakarta,ID,100.0,0.015823,CRITICAL,NO,PATTERN:Decline Velocity | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,FRAUD,2026-06-09 12:01:00
184,383830313707,AGENUSA,card_brute_160417,"Rp 695,421.89",36.90.120.15,Central Jakarta,ID,100.0,0.016936,CRITICAL,NO,PATTERN:Decline Velocity | PATTERN:BURST_AMOUNT | PATTERN:HIGH_FREQUENCY,FRAUD,2026-06-09 12:00:40
183,701221079737,AGENUSA,card_brute_160417,"Rp 977,186.50",36.90.120.15,Central Jakarta,ID,100.0,0.016936,CRITICAL,NO,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 12:00:20
119,756630185522,AGENUSA,card_brute_160417,"Rp 1,359,509.83",114.10.20.30,Semarang,ID,0.0,0.020941,SAFE,NO,-,SAFE,2026-06-09 12:00:00
182,054999686626,AGENUSA,card_night_112942,"Rp 97,618.45",36.90.120.15,Central Jakarta,ID,100.0,0.02003,CRITICAL,NO,PATTERN:Location Jump Detected | RULE:High ML Anomaly Score,FRAUD,2026-06-09 11:05:00
181,675648470232,AGENUSA,card_night_112942,"Rp 55,000,000.00",114.10.20.30,Semarang,ID,100.0,0.007394,CRITICAL,NO,RULE:Agenusa High Amount > 15M | PATTERN:Manual High Amount | PATTERN:Auto High Amount AGENUSA (5000000+) | PATTERN:BURST_AMOUNT,FRAUD,2026-06-09 10:15:00
118,438616130357,AGENUSA,card_night_112942,"Rp 67,565.84",180.250.50.60,Ngawi,ID,0.0,0.023224,SAFE,NO,-,SAFE,2026-06-09 09:05:00
